Country,Code,Year,polity,Size of Govt,Law & Prop.Rights,Sound Money,Export trade freedom,Regulations,Use of IMF credit (current USD) per capita,foreign net aid in USD per capita,GDP growth percent,GDP per capita in USD,Net secondary education enrollment,Gross tertiary education enrollment percent, Random seed
Slovak Rep,SVK,2011,10,6.43,5.81,9.57,8.00,7.33,0.00,0.00,-5.49,18138.73,,55.07,0.82
Slovak Rep,SVK,2012,10,6.42,5.63,9.57,7.87,7.16,0.00,0.00,5.08,17207.28,,55.11,0.67
Slovak Rep,SVK,2009,10,5.80,5.95,9.72,8.06,7.23,0.00,0.00,10.83,16460.22,,55.21,0.30
Russia,RUS,2000,6,6.77,4.45,3.66,6.18,4.64,0.00,10.60,-5.30,1771.59,,55.40,0.38
Albania,ALB,2012,9,8.06,4.56,9.71,7.03,6.23,36.90,117.78,3.71,4247.49,,55.50,0.02
Montenegro,MNE,2010,9,6.25,6.47,8.32,7.88,7.75,64.20,129.60,6.92,6682.28,,55.53,0.80
Mongolia,MNG,2011,10,7.27,5.80,7.80,6.92,7.68,97.18,127.07,-1.27,3772.93,,55.68,0.53
Portugal,PRT,2004,10,5.46,7.01,9.61,8.42,6.72,0.00,0.00,0.77,18045.59,,55.71,0.17
Slovak Rep,SVK,2010,10,6.29,5.78,9.81,8.06,7.17,0.00,0.00,5.65,16554.89,,55.99,0.69
Austria,AUT,2008,10,5.07,8.38,9.54,8.03,7.41,0.00,0.00,3.35,51386.38,,56.03,0.35
Switzerland,CHE,2013,10,7.71,8.29,9.70,7.05,8.07,0.00,0.00,1.80,84669.29,,56.49,0.01
Latvia,LVA,2000,8,5.18,6.67,8.55,7.88,6.61,0.00,38.26,6.53,3351.47,,56.64,0.90
Romania,ROU,2010,9,7.15,5.72,9.10,7.99,7.29,820.32,0.00,8.46,8297.48,,56.78,0.51
Austria,AUT,2001,10,4.84,8.93,9.58,8.97,6.57,0.00,0.00,3.59,24489.74,,56.83,0.40
Austria,AUT,2000,10,4.77,9.34,9.63,9.13,6.92,0.00,0.00,3.56,24517.27,,57.09,0.35
Belgium,BEL,2000,10,4.57,8.29,9.62,9.32,7.65,0.00,0.00,1.98,23207.41,,57.52,0.22
Portugal,PRT,2007,10,5.71,7.17,9.56,8.12,6.29,0.00,0.00,0.77,22780.06,,57.64,0.81
Iran,IRN,2013,-7,6.11,5.21,7.00,4.12,4.73,28.57,1.70,3.75,6631.30,,57.94,0.84
Czech Rep.,CZE,2008,9,5.27,6.41,9.14,7.87,7.57,0.00,0.00,6.88,22649.38,,58.05,0.80
United States,USA,1985,10,6.05,8.35,9.36,8.92,8.60,0.00,0.00,4.63,18269.42,,58.16,0.48
Belgium,BEL,2001,10,4.57,7.78,9.64,9.27,5.92,0.00,0.00,3.56,23121.57,,58.25,0.64
Argentina,ARG,2001,8,7.94,3.64,9.45,7.35,5.26,0.00,3.88,-3.39,7170.69,,58.28,0.40
Albania,ALB,2013,9,7.82,4.67,9.72,7.45,6.24,33.39,102.98,2.55,4411.26,,58.53,0.73
Mongolia,MNG,2012,10,7.25,5.74,7.60,6.90,7.38,83.16,159.80,6.37,4377.24,,58.77,0.38
Canada,CAN,2000,10,5.97,9.27,9.53,9.02,8.06,0.00,0.00,4.14,24031.95,,58.88,0.13
Belgium,BEL,2002,10,4.49,7.33,9.67,8.98,7.47,0.00,0.00,3.63,25052.33,,59.24,0.91
Romania,ROU,2008,9,6.39,6.02,8.24,8.08,6.90,5.70,0.00,8.06,10136.47,,59.59,0.98
Germany,DEU,2013,10,5.35,7.76,9.59,7.65,7.13,0.00,0.00,3.66,46441.68,,59.98,0.75
Belgium,BEL,2003,10,4.35,6.92,9.66,9.00,7.61,0.00,0.00,0.81,30743.96,,60.18,0.28
Czech Rep.,CZE,2009,9,4.88,6.33,9.48,7.85,7.34,0.00,0.00,5.53,19698.49,,60.68,0.80
Austria,AUT,2009,10,4.85,8.24,9.58,8.03,7.43,0.00,0.00,3.62,47654.19,,60.69,0.98
Russia,RUS,2001,6,7.03,3.84,3.83,6.39,4.60,0.00,7.48,6.40,2100.36,,61.23,0.73
Romania,ROU,2009,9,6.48,6.02,9.03,8.06,6.83,544.39,0.00,6.86,8220.11,,61.30,0.25
Portugal,PRT,2008,10,5.17,6.92,9.55,8.02,6.18,0.00,0.00,1.55,24815.61,,61.37,0.39
Belgium,BEL,2007,8,4.30,7.27,9.58,8.22,7.74,0.00,0.00,2.09,44403.83,,61.61,0.74
Belgium,BEL,2008,8,4.20,7.14,9.48,8.16,7.72,0.00,0.00,2.50,48424.59,,62.20,0.67
Argentina,ARG,2002,8,7.73,3.53,7.01,7.05,5.79,0.00,2.15,-0.79,2579.20,,62.23,0.31
Mongolia,MNG,2013,10,7.52,5.71,8.03,7.38,7.30,48.97,149.79,17.29,4387.71,,62.27,0.45
Belgium,BEL,2006,10,4.31,7.11,9.51,8.29,7.68,0.00,0.00,3.63,38852.36,,62.47,0.28
Portugal,PRT,2009,10,4.97,6.81,9.61,8.11,5.60,0.00,0.00,2.49,23063.97,,62.59,0.20
Czech Rep.,CZE,2013,9,5.78,6.11,9.49,7.55,7.72,0.00,0.00,1.97,19813.87,,63.08,0.06
Czech Rep.,CZE,2010,9,5.21,6.16,9.45,7.79,7.35,0.00,0.00,2.71,19763.96,,63.21,0.36
Latvia,LVA,2001,8,5.21,5.70,9.33,8.31,6.27,0.00,45.41,2.62,3571.55,,63.30,0.55
Argentina,ARG,2005,8,7.56,4.22,5.44,6.42,6.31,0.00,2.46,8.84,5640.85,,63.98,0.20
Czech Rep.,CZE,2012,9,5.74,6.06,9.44,7.92,7.76,0.00,0.00,2.30,19640.93,,64.17,0.41
Czech Rep.,CZE,2011,9,5.25,6.18,9.48,7.72,7.50,0.00,0.00,-4.84,21656.94,,64.58,0.12
Argentina,ARG,2003,8,7.82,4.01,6.00,6.91,6.11,0.00,2.78,-4.41,3330.41,,64.86,0.55
Australia,AUS,2000,10,6.22,9.49,9.40,8.35,7.63,0.00,0.00,4.44,21665.12,,65.03,0.33
Belgium,BEL,2009,8,3.91,7.05,9.64,8.22,7.68,0.00,0.00,3.40,44880.56,,65.16,0.19
Australia,AUS,2001,10,6.13,9.25,9.33,8.31,7.39,0.00,0.00,5.01,19495.15,,65.19,0.58
Argentina,ARG,2004,8,8.15,4.43,6.19,6.65,6.21,0.00,2.36,-10.89,4696.07,,65.36,0.22
Portugal,PRT,2010,10,4.48,6.69,9.75,8.08,5.81,0.00,0.00,0.20,22540.00,,65.95,0.35
New Zealand,NZL,2000,10,6.68,9.10,9.54,9.33,7.94,0.00,0.00,0.60,13641.06,,66.15,0.97
New Zealand,NZL,2001,10,6.25,8.92,9.44,9.19,7.63,0.00,0.00,5.52,13882.89,,66.55,0.91
Russia,RUS,2002,6,6.98,4.95,4.08,6.64,6.17,0.00,8.89,10.00,2375.06,,66.62,0.41
Argentina,ARG,2007,8,7.43,4.20,7.11,6.75,6.08,0.00,2.54,9.20,8239.14,,66.73,0.82
Argentina,ARG,2006,8,7.48,4.16,6.17,6.66,6.08,0.00,2.91,9.03,6639.91,,67.09,0.24
Belgium,BEL,2010,8,3.99,7.08,9.69,8.19,7.76,0.00,0.00,0.75,44282.55,,67.52,0.99
Latvia,LVA,2002,8,5.96,6.55,9.36,8.14,7.08,0.00,32.55,5.40,4128.64,,67.72,0.09
Argentina,ARG,2008,8,6.40,4.29,6.90,6.76,6.10,0.00,3.23,8.40,9999.09,,68.69,0.20
Austria,AUT,2010,10,4.90,8.08,9.64,7.91,7.19,0.00,0.00,1.55,46659.84,,68.72,0.29
Portugal,PRT,2012,10,5.17,6.89,9.72,7.89,6.66,0.00,0.00,1.90,20577.40,,68.86,0.17
New Zealand,NZL,2003,10,6.33,8.87,9.53,9.05,8.55,0.00,0.00,3.43,21941.06,,68.94,0.21
Belgium,BEL,2011,8,3.93,7.10,9.67,8.13,7.72,0.00,0.00,-2.28,47699.81,,69.26,0.46
Portugal,PRT,2011,10,5.08,6.78,9.69,8.02,6.55,0.00,0.00,-2.98,23194.74,,69.29,0.67
Russia,RUS,2004,6,7.15,5.39,6.01,6.38,6.41,0.00,9.24,4.74,4102.37,,70.51,0.44
Russia,RUS,2003,6,6.91,5.71,4.29,6.73,6.30,0.00,8.67,5.09,2975.13,,70.55,0.47
United States,USA,1990,10,6.71,8.35,9.68,8.74,8.66,0.00,0.00,4.20,23954.48,,70.80,0.70
Belgium,BEL,2012,8,3.92,7.09,9.65,8.02,7.71,0.00,0.00,2.69,44731.22,,70.83,0.71
Austria,AUT,2011,10,4.99,8.00,9.59,7.84,7.17,0.00,0.00,-3.80,51123.56,,71.00,0.72
Latvia,LVA,2003,8,5.91,6.23,9.22,8.18,7.11,0.00,49.80,6.46,5128.97,,72.40,0.52
Austria,AUT,2012,10,4.95,7.99,9.54,7.78,7.14,0.00,0.00,1.93,48324.25,,72.44,0.30
Russia,RUS,2005,6,7.24,5.21,6.69,5.76,6.31,0.00,0.00,7.30,5323.47,,72.59,0.71
Russia,RUS,2006,6,7.14,5.73,6.94,5.61,6.23,0.00,0.00,7.18,6920.19,,72.89,0.61
Ireland,IRL,2011,10,5.21,7.92,9.59,8.74,7.23,0.00,0.00,-5.64,52828.42,,73.47,0.57
Russia,RUS,2007,4,6.66,5.59,8.34,5.59,6.09,0.00,0.00,6.38,9101.26,,74.13,0.46
Russia,RUS,2008,4,7.15,5.54,8.43,5.45,6.02,0.00,0.00,8.15,11635.27,,75.02,0.74
Russia,RUS,2009,4,6.66,5.42,8.30,5.59,6.10,0.00,0.00,8.54,8562.81,,75.47,0.74
Russia,RUS,2012,4,6.50,5.27,8.63,6.05,6.80,0.00,0.00,4.50,14078.83,,76.14,0.34
Russia,RUS,2011,4,6.78,5.35,8.55,5.88,6.33,0.00,0.00,-7.82,13323.88,,76.53,0.12
Latvia,LVA,2004,8,6.02,6.35,9.04,8.28,7.35,0.00,72.78,7.11,6344.98,,77.26,0.65
Latvia,LVA,2007,8,5.90,6.84,8.77,8.26,7.64,0.00,0.00,10.70,14019.38,,78.03,0.12
New Zealand,NZL,2008,10,6.09,8.81,9.61,8.73,8.69,0.00,0.00,2.76,30972.12,,78.16,0.14
New Zealand,NZL,2006,10,6.20,8.17,9.54,8.67,8.61,0.00,0.00,3.82,26630.36,,78.72,0.23
Latvia,LVA,2005,8,6.35,6.72,8.68,8.15,7.22,0.00,0.00,8.42,7550.14,,78.86,0.82
Latvia,LVA,2006,8,6.50,6.77,8.71,8.08,7.65,0.00,0.00,8.34,9651.70,,78.95,0.57
New Zealand,NZL,2007,10,6.20,8.72,9.70,8.64,8.62,0.00,0.00,3.41,32382.27,,79.01,0.57
Austria,AUT,2013,10,4.86,8.00,9.63,7.66,7.15,0.00,0.00,2.81,50557.80,,80.55,0.09
New Zealand,NZL,2005,10,6.24,8.70,9.65,8.73,8.86,0.00,0.00,4.63,27833.60,,80.63,0.90
New Zealand,NZL,2004,10,6.24,8.85,9.58,8.98,8.94,0.00,0.00,4.88,25461.13,,83.56,0.97
United States,USA,2013,10,6.61,6.97,9.42,7.36,8.27,0.00,0.00,1.60,52980.04,,89.08,0.47
Canada,CAN,1995,10,5.80,8.95,9.63,7.88,8.11,0.00,0.00,2.61,20509.00,,90.04,0.50
Canada,CAN,1990,10,5.81,8.35,9.68,8.64,8.39,0.00,0.00,4.74,21302.40,,90.10,0.09
Greece,GRC,2011,10,5.40,5.34,9.60,7.55,5.51,0.00,0.00,-4.30,25872.01,,113.98,0.17
Greece,GRC,2012,10,5.10,5.37,9.57,7.58,5.76,0.00,0.00,-5.48,22146.92,,116.62,0.35
Nigeria,NGA,2006,4,7.49,5.08,6.83,5.96,7.39,1.65,79.74,33.74,1014.73,,,0.85
Chad,TCD,2006,-2,7.80,2.34,6.12,5.07,5.15,7.85,27.75,33.63,712.05,,,0.96
Sierra Leone,SLE,2004,5,6.62,3.07,6.14,5.65,5.17,45.76,77.26,26.27,293.85,,,0.96
Chad,TCD,2007,-2,6.62,2.24,5.92,4.98,5.30,6.55,33.31,17.33,801.40,,,0.04
Kuwait,KWT,2005,-7,6.72,7.30,7.84,7.56,7.47,0.00,0.00,17.32,35694.38,,,0.89
Timor-Leste,TLS,2003,6,7.25,4.22,7.23,7.04,5.66,0.00,188.32,16.37,487.39,,,0.72
Israel,ISR,1970,9,4.00,6.47,6.37,3.36,3.87,0.00,21.24,16.24,1806.42,,,0.34
Chad,TCD,1990,-7,6.19,4.42,5.68,5.53,4.27,5.11,52.13,15.48,291.81,,,0.07
Singapore,SGP,2012,-2,7.92,8.35,9.03,8.86,8.52,0.00,0.00,15.24,54577.14,,,0.41
Trinidad & Tob.,TTO,2005,10,7.45,4.48,8.58,7.74,7.34,0.00,-1.53,14.44,12323.14,,,0.80
Brazil,BRA,1975,-4,5.35,5.40,4.00,2.13,5.25,0.00,1.53,13.98,1140.90,,,0.59
Ethiopia,ETH,2006,-3,6.11,5.08,5.76,5.34,6.24,0.21,25.83,13.57,194.08,,,0.78
Chad,TCD,2012,-2,5.51,2.72,5.60,4.99,5.41,6.86,37.64,13.55,972.68,,,0.95
Kazakhstan,KAZ,2003,-6,6.91,5.71,4.29,6.73,6.30,34.25,19.71,13.50,2068.12,,,0.91
Trinidad & Tob.,TTO,2008,10,7.42,4.67,8.48,7.72,7.37,0.00,7.06,13.21,21188.09,,,0.50
Japan,JPN,1970,10,9.27,8.03,6.93,6.64,7.53,0.00,0.00,12.88,2003.65,,,0.66
Ethiopia,ETH,2012,-3,6.84,5.19,4.67,5.22,6.32,5.25,35.38,12.55,469.79,,,0.47
Mali,MLI,2003,7,8.26,4.07,6.04,6.63,5.48,15.92,46.26,11.85,349.21,,,0.99
Ethiopia,ETH,2007,-3,6.36,5.16,5.75,5.37,6.45,0.22,31.63,11.82,243.63,,,0.86
Malaysia,MYS,1975,4,5.28,4.64,7.32,7.16,6.39,0.00,8.04,11.71,755.28,,,0.91
Singapore,SGP,1995,-2,8.39,8.31,9.69,9.45,8.56,0.00,4.73,11.54,24936.87,,,0.29
Ethiopia,ETH,2009,-3,6.22,5.47,5.77,5.27,6.48,4.32,44.77,11.46,380.26,,,0.21
Brazil,BRA,1970,-9,6.13,6.16,5.99,4.27,5.24,0.00,1.96,11.43,440.99,,,0.84
Azerbaijan,AZE,2005,-7,5.02,5.87,7.25,5.92,6.19,45.65,25.80,11.20,1578.37,,,0.73
Ethiopia,ETH,2013,-3,6.71,4.97,5.15,5.28,6.27,5.13,40.46,11.18,503.90,,,0.36
Singapore,SGP,1975,-2,6.78,6.60,6.64,9.20,5.82,0.00,5.42,11.13,2489.82,,,0.10
Singapore,SGP,1990,-2,8.22,7.25,9.34,9.90,7.74,0.00,-1.02,11.12,11864.66,,,0.26
Azerbaijan,AZE,2002,-7,6.98,4.95,4.08,6.64,6.17,59.67,42.75,11.10,763.10,,,0.82
Iran,IRN,1985,-6,4.33,2.26,8.10,1.07,3.38,0.00,0.24,11.09,3810.12,,,0.21
Unit. Arab Em.,ARE,2002,-8,6.98,6.84,8.09,8.58,7.20,0.00,1.13,10.85,32355.41,,,0.87
Ethiopia,ETH,2008,-3,6.46,5.17,3.87,5.22,6.30,0.21,40.07,10.83,325.79,,,0.97
Ethiopia,ETH,2010,-3,5.87,5.44,5.39,5.21,6.48,5.54,40.26,10.79,341.86,,,0.26
Panama,PAN,2013,9,6.52,5.42,9.03,8.50,6.89,79.72,1.81,10.77,11206.42,,,0.93
Kazakhstan,KAZ,2008,-6,7.58,5.87,8.48,5.55,7.64,33.77,21.40,10.70,8513.56,,,0.74
Pap. New Guinea,PNG,2013,5,7.49,4.69,7.61,7.50,8.28,26.44,89.79,10.67,2108.84,,,0.90
Azerbaijan,AZE,2004,-7,5.42,5.59,7.34,6.47,6.37,53.80,21.16,10.60,1045.03,,,0.99
Tunisia,TUN,1970,-8,4.89,3.76,6.88,2.51,4.80,2.59,22.01,10.41,280.72,,,0.06
Zambia,ZMB,2012,7,6.93,5.79,8.97,6.99,6.98,76.16,64.77,10.30,1686.62,,,0.41
Azerbaijan,AZE,2000,-7,6.77,4.45,3.66,6.18,4.64,66.58,17.28,10.00,655.10,,,0.13
Azerbaijan,AZE,2003,-7,6.91,5.71,4.29,6.73,6.30,59.20,36.52,9.90,883.61,,,0.58
Unit. Arab Em.,ARE,2008,-8,8.25,7.59,8.25,8.18,7.70,0.00,0.00,9.84,45720.02,,,0.11
Kazakhstan,KAZ,2002,-6,6.98,4.95,4.08,6.64,6.17,31.44,12.61,9.80,1658.03,,,0.33
Kazakhstan,KAZ,2004,-6,7.15,5.39,6.01,6.38,6.41,35.55,17.84,9.80,2874.29,,,0.23
Kazakhstan,KAZ,2007,-6,8.01,5.94,8.46,5.70,7.54,35.07,13.62,9.70,6771.41,,,0.18
Uganda,UGA,2013,-1,7.44,4.70,8.51,7.82,8.01,7.39,46.28,9.67,674.34,,,0.22
Unit. Arab Em.,ARE,2006,-8,8.15,7.36,8.13,8.15,7.55,0.00,0.00,9.57,42950.10,,,0.67
Singapore,SGP,2006,-2,7.86,8.56,9.53,9.39,8.50,0.00,0.00,9.55,33579.59,,,0.93
Timor-Leste,TLS,2013,7,4.20,3.48,8.74,7.39,7.51,0.00,218.53,9.53,1117.73,,,0.81
Jamaica,JAM,1995,9,7.86,5.54,6.10,7.84,6.66,96.93,43.44,9.42,2330.36,,,0.79
Sierra Leone,SLE,2005,5,6.61,3.15,6.32,6.04,5.91,42.80,67.01,9.38,321.00,,,0.99
Timor-Leste,TLS,2012,7,4.20,3.78,8.98,7.06,7.55,0.00,246.37,9.37,1127.11,,,0.24
Zambia,ZMB,2011,7,6.90,5.90,8.95,6.96,6.86,79.25,72.16,9.22,1654.53,,,0.86
Ghana,GHA,2010,8,6.30,5.58,7.13,6.95,6.81,38.53,69.60,9.15,1323.10,,,0.82
Gabon,GAB,2012,3,5.73,4.21,5.48,6.23,6.84,139.76,45.37,9.14,10642.43,,,0.87
Singapore,SGP,2009,-2,8.12,8.39,9.16,9.40,8.60,0.00,0.00,9.11,38577.35,,,0.86
Guinea-Bissau,GNB,2013,1,7.35,3.35,6.64,6.28,6.98,18.27,58.97,9.03,538.73,,,0.44
Kazakhstan,KAZ,2009,-6,7.83,5.74,8.29,5.74,7.71,33.48,18.49,8.90,7165.28,,,0.07
Singapore,SGP,2002,-2,7.86,8.61,9.65,9.14,8.54,0.00,1.72,8.90,22016.57,,,0.45
Portugal,PRT,1970,-9,3.98,7.09,7.15,6.62,4.26,0.00,0.00,8.88,934.17,,,0.05
Singapore,SGP,2008,-2,8.17,8.50,9.10,9.39,8.58,0.00,0.00,8.86,39721.02,,,0.49
Ethiopia,ETH,2011,-3,5.94,5.42,3.29,5.08,6.34,5.38,39.39,8.80,355.59,,,0.25
Unit. Arab Em.,ARE,2005,-8,8.09,7.27,7.60,8.10,7.46,0.00,0.00,8.80,40298.52,,,0.72
Costa Rica,CRI,2008,10,8.12,6.26,7.41,8.26,6.74,8.25,14.93,8.78,6736.17,,,0.54
Singapore,SGP,1980,-2,6.98,8.13,6.51,9.28,6.18,0.00,5.75,8.70,4927.14,,,0.77
Botswana,BWA,2012,8,6.79,6.35,8.45,6.76,7.92,41.39,34.63,8.56,6935.59,,,0.51
Singapore,SGP,1985,-2,6.59,7.25,8.29,9.96,6.19,0.00,8.50,8.54,6995.05,,,0.59
Hong Kong,HKG,1990,5,9.31,5.94,9.02,9.97,9.43,0.00,6.69,8.51,13485.54,,,0.42
Ghana,GHA,1980,6,5.70,2.76,1.60,0.00,4.40,9.74,17.66,8.48,411.52,,,0.87
Tanzania,TZA,2009,-1,6.24,5.78,7.53,6.53,6.74,14.20,66.33,8.46,665.34,,,0.73
Luxembourg,LUX,1990,10,4.73,8.35,9.53,9.51,8.24,0.00,0.00,8.46,34990.46,,,0.80
Costa Rica,CRI,2000,10,7.13,6.87,7.88,8.68,7.03,7.88,2.45,8.40,4062.32,,,0.18
Luxembourg,LUX,2009,10,4.29,8.31,9.55,8.31,7.23,0.00,0.00,8.40,101221.81,,,0.23
Argentina,ARG,2013,8,6.12,3.99,6.30,3.77,5.81,0.00,0.71,8.39,14443.07,,,0.49
Zambia,ZMB,2009,7,7.70,5.80,8.55,7.12,6.75,79.97,93.80,8.35,1134.77,,,0.12
Costa Rica,CRI,2001,10,7.02,6.51,8.52,8.60,5.95,7.46,0.09,8.22,4104.18,,,0.01
Nigeria,NGA,2008,4,6.38,4.07,6.04,6.45,7.46,1.60,8.54,8.21,1376.86,,,0.98
Tanzania,TZA,2007,-1,5.92,5.87,7.61,6.20,6.30,1.62,67.95,8.17,533.17,,,0.61
Thailand,THA,1970,2,7.89,5.84,6.71,5.47,5.09,0.00,2.01,8.12,192.13,,,0.38
Sierra Leone,SLE,2009,7,7.59,3.95,7.54,6.18,6.06,40.59,79.38,8.06,434.53,,,0.56
Trinidad & Tob.,TTO,2006,10,7.63,4.46,8.53,7.81,7.68,0.00,10.61,7.95,14095.99,,,0.06
Costa Rica,CRI,2009,10,7.94,6.26,7.86,8.16,6.65,54.68,24.19,7.94,6546.57,,,0.63
Zambia,ZMB,2008,7,7.87,5.81,8.37,6.98,6.86,15.30,85.11,7.90,1365.72,,,0.85
Nigeria,NGA,2012,4,6.72,3.39,7.46,6.68,7.15,15.30,11.39,7.84,2739.85,,,0.59
Tanzania,TZA,2006,-1,6.20,5.84,7.76,6.17,6.36,1.49,46.78,7.83,475.91,,,0.43
Uruguay,URY,2012,10,7.37,5.42,9.18,7.99,6.68,0.00,5.69,7.80,15127.64,,,0.54
Zambia,ZMB,2010,7,7.58,5.70,8.87,7.16,6.73,80.26,65.70,7.77,1456.13,,,0.76
"Congo, Rep. Of",COG,2007,-4,3.85,2.78,5.34,4.87,6.21,14.16,31.95,7.76,2259.27,,,0.52
Pap. New Guinea,PNG,2012,5,7.74,4.73,7.56,7.02,8.32,26.96,92.92,7.67,2151.21,,,0.57
Sri Lanka,LKA,2008,6,7.10,4.92,5.86,6.92,6.39,13.72,36.12,7.67,2010.96,,,0.66
Mali,MLI,2005,7,7.49,4.52,6.12,6.01,5.94,10.24,56.00,7.62,425.91,,,0.77
Brazil,BRA,2012,8,7.31,5.21,8.11,7.06,5.00,21.92,6.36,7.57,11922.51,,,0.29
Nigeria,NGA,1990,-5,2.49,2.93,4.14,2.96,5.08,0.00,2.67,7.54,321.67,,,0.06
Kuwait,KWT,2008,-7,5.48,7.12,8.49,7.49,8.06,0.00,0.00,7.52,54484.30,,,0.44
Singapore,SGP,2007,-2,7.96,8.61,9.35,9.43,8.57,0.00,0.00,7.49,39223.57,,,0.69
Azerbaijan,AZE,2001,-7,7.03,3.84,3.83,6.39,4.60,60.19,28.33,7.40,703.67,,,0.26
Venezuela,VEN,1970,9,7.81,4.38,9.71,8.69,5.31,0.00,0.85,7.34,1121.28,,,0.03
Chile,CHL,1990,8,6.51,6.19,7.65,6.73,6.69,0.00,7.88,7.31,2401.53,,,0.68
Zambia,ZMB,2007,5,7.69,5.79,8.50,7.10,6.84,15.30,79.12,7.24,1103.49,,,0.81
Dominican Rep.,DOM,1995,5,8.14,5.66,4.48,5.53,7.12,20.24,15.12,7.22,2072.68,,,0.05
Pap. New Guinea,PNG,2009,4,7.23,4.69,7.04,6.95,8.45,29.39,61.50,7.15,1210.87,,,0.39
Gabon,GAB,2013,3,5.73,4.00,5.48,6.32,7.06,136.91,55.06,7.09,10658.77,,,0.73
Cambodia,KHM,2013,2,7.90,4.10,9.47,7.89,6.94,8.57,53.37,7.07,1024.61,,,0.10
Zambia,ZMB,2006,5,7.45,5.38,8.57,6.97,6.79,11.64,118.53,7.03,1030.32,,,0.19
Bahrain,BHR,1990,-10,5.91,5.70,8.79,7.09,6.94,0.00,277.25,7.00,8528.76,,,0.13
Canada,CAN,1975,10,5.23,5.84,8.75,8.49,7.67,0.00,0.00,6.96,7478.54,,,0.35
Zambia,ZMB,2005,5,7.56,5.24,8.11,6.86,6.29,57.19,97.32,6.94,691.81,,,0.91
Nigeria,NGA,2011,4,6.76,4.00,7.20,6.55,7.41,15.71,10.80,6.93,2514.15,,,0.20
Sri Lanka,LKA,1995,5,6.83,4.62,6.69,5.48,6.39,32.82,30.54,6.90,718.44,,,0.97
Nigeria,NGA,2009,4,6.53,3.86,6.16,5.70,7.22,16.92,10.68,6.83,1091.97,,,0.19
Zambia,ZMB,1995,6,6.43,5.91,0.65,5.81,4.99,133.88,219.45,6.80,411.41,,,0.85
Sri Lanka,LKA,2009,6,6.63,5.13,6.69,6.84,6.44,65.59,34.35,6.80,2057.03,,,0.53
Pakistan,PAK,1985,-4,4.73,3.52,6.78,3.77,5.74,15.79,8.33,6.78,337.93,,,0.27
Bahrain,BHR,2007,-7,6.83,6.74,9.12,7.90,8.73,0.00,0.00,6.77,21167.62,,,0.85
Dominican Rep.,DOM,2001,8,8.35,3.84,7.99,7.29,6.54,10.30,12.29,6.72,2862.16,,,0.81
Tunisia,TUN,2009,-4,7.05,7.10,6.81,6.20,7.24,40.96,48.16,6.71,4162.51,,,0.87
Greece,GRC,1970,-7,8.04,5.53,8.35,6.16,4.25,0.00,0.00,6.66,1494.39,,,0.15
Namibia,NAM,2009,6,6.35,7.06,6.09,6.32,7.94,0.00,151.24,6.62,4123.94,,,0.27
Pap. New Guinea,PNG,2010,4,7.34,4.71,7.27,7.00,8.38,28.22,74.69,6.61,1418.92,,,0.07
Spain,ESP,1970,-7,8.20,7.09,6.92,5.44,5.69,0.00,0.00,6.60,1209.00,,,0.67
Italy,ITA,1970,10,6.14,6.16,6.42,8.16,5.33,0.00,0.00,6.54,2100.68,,,0.72
"Gambia, The",GMB,2012,-5,6.48,5.53,8.21,7.50,7.08,52.26,76.81,6.52,504.99,,,0.43
"Korea, South",KOR,2012,8,6.85,6.44,9.55,7.54,6.91,0.00,0.00,6.50,24453.97,,,0.44
Gabon,GAB,2009,3,5.86,4.35,5.68,6.05,7.60,152.59,51.22,6.49,8061.57,,,1.00
Bangladesh,BGD,2013,4,8.86,3.02,6.75,6.55,6.92,9.52,16.98,6.46,954.40,,,0.58
"Gambia, The",GMB,2011,-5,6.24,5.83,8.11,7.53,7.64,45.92,77.24,6.45,516.98,,,0.75
Sierra Leone,SLE,2006,5,6.62,3.34,6.72,5.88,5.80,11.64,72.56,6.42,359.53,,,0.72
Netherlands,NLD,1970,10,4.95,8.35,9.48,6.96,5.77,0.00,0.00,6.42,2889.71,,,0.28
Costa Rica,CRI,2005,10,8.57,6.32,8.75,7.88,6.26,7.98,6.08,6.40,4700.01,,,0.54
Senegal,SEN,2001,8,6.78,4.55,7.02,5.37,4.76,27.58,42.70,6.36,482.07,,,0.15
Pap. New Guinea,PNG,2007,4,6.54,4.75,7.07,6.83,8.30,2.30,50.79,6.34,992.67,,,0.30
Zambia,ZMB,2013,7,6.43,5.51,8.77,7.44,6.69,72.83,74.93,6.34,1759.19,,,0.63
Vietnam,VNM,2004,-7,6.57,5.24,6.33,5.96,6.17,4.31,22.67,6.32,606.90,,,0.95
Nigeria,NGA,2010,4,6.80,3.95,6.59,6.39,7.10,16.18,12.93,6.27,2314.96,,,0.06
Sri Lanka,LKA,2007,6,7.33,4.98,6.04,7.17,6.64,18.12,30.68,6.24,1614.36,,,0.82
Timor-Leste,TLS,2007,7,7.61,4.54,7.56,7.00,6.41,0.00,274.65,6.24,551.72,,,0.46
"Congo, Rep. Of",COG,2008,-4,5.00,2.85,4.93,4.87,6.26,13.87,126.54,6.24,3094.11,,,0.67
Tunisia,TUN,2006,-4,7.31,7.11,6.98,6.37,7.05,5.09,42.59,6.24,3394.43,,,0.69
Honduras,HND,2006,7,8.94,4.31,8.94,7.72,7.12,8.46,84.82,6.23,1547.27,,,0.26
