Country,Code,Year,dummy,Law Prop.Rights,Sound Money,polity,prev Law,prev Money,prev polity,prev GDP,GDP per capita in USD
Ecuador,ECU,2005,,3.75,4.73,6,3.37,4.13,6,2708.56,3021.94
Guyana,GUY,2010,,4.44,7.96,6,4.53,7.94,6,2698.06,2998.94
Russia,RUS,2003,,5.71,4.29,6,4.95,4.08,6,2375.06,2975.13
Ukraine,UKR,2010,,4.79,5.6,6,4.79,5.32,7,2545.48,2974
Georgia,GEO,2008,,5.58,9.08,6,5.73,8.27,6,2318.13,2918.71
Montenegro,MNE,2003,,0,0,6,0,0,7,2106.34,2789.08
Ecuador,ECU,2004,,3.37,4.13,6,3.56,5.82,6,2440.47,2708.56
Guyana,GUY,2009,,4.53,7.94,6,4.27,7.75,6,2570,2698.06
Georgia,GEO,2010,,5.71,8.8,6,5.55,9.24,6,2440.96,2613.76
Guyana,GUY,2008,,4.27,7.75,6,4.24,7.51,6,2334.02,2570
Namibia,NAM,2003,,7.59,6.13,6,7.26,6.31,6,1716.9,2489.89
Georgia,GEO,2009,,5.55,9.24,6,5.58,9.08,6,2918.71,2440.96
Ecuador,ECU,2003,,3.56,5.82,6,3.17,6.1,6,2183.97,2440.47
Namibia,NAM,1995,,7.83,6.03,6,2.33,5.44,6,1981.25,2383.29
Russia,RUS,2002,,4.95,4.08,6,3.84,3.83,6,2100.36,2375.06
Guyana,GUY,2007,,4.24,7.51,6,4.03,7.79,6,1961.06,2334.02
Georgia,GEO,2007,,5.73,8.27,6,5.32,8.77,7,1761.12,2318.13
Ecuador,ECU,2002,,3.17,6.1,6,2.5,4.78,6,1903.74,2183.97
Russia,RUS,2001,,3.84,3.83,6,4.45,3.66,6,1771.59,2100.36
Namibia,NAM,2000,,8.15,6.07,6,7.83,6.03,6,2383.29,2059.41
Sri Lanka,LKA,2009,,5.13,6.69,6,4.92,5.86,6,2010.96,2057.03
Sri Lanka,LKA,2008,,4.92,5.86,6,4.98,6.04,6,1614.36,2010.96
Namibia,NAM,1990,,2.33,5.44,6,4.46,5.63,4,1405.79,1981.25
Guyana,GUY,2006,,4.03,7.79,6,3.91,7.72,6,1110.96,1961.06
Ecuador,ECU,2001,,2.5,4.78,6,3.3,4.9,6,1451.29,1903.74
Namibia,NAM,2001,,7.88,6.1,6,8.15,6.07,6,2059.41,1836.76
Ukraine,UKR,2005,,5.09,4.88,6,5.03,5.12,6,1367.35,1828.72
Russia,RUS,2000,,4.45,3.66,6,3.43,1.25,3,2665.74,1771.59
Namibia,NAM,2002,,7.26,6.31,6,7.88,6.1,6,1836.76,1716.9
Sri Lanka,LKA,2007,,4.98,6.04,6,4.91,6.1,6,1424.1,1614.36
Ecuador,ECU,2000,,3.3,4.9,6,4.49,6.47,9,2135.63,1451.29
Sri Lanka,LKA,2006,,4.91,6.1,6,4.66,6.13,5,1242.43,1424.1
Ukraine,UKR,2004,,5.03,5.12,6,4.94,4.73,6,1048.52,1367.35
Pakistan,PAK,2012,,4.1,6.02,6,4.22,6.23,6,1230.82,1266.38
Pakistan,PAK,2011,,4.22,6.23,6,4.27,6.04,6,1043.3,1230.82
Guyana,GUY,2005,,3.91,7.72,6,4.22,7.9,6,1058.96,1110.96
Indonesia,IDN,2003,,4.22,7.23,6,3.61,6.21,6,900.13,1065.66
Guyana,GUY,2004,,4.22,7.9,6,5.65,7.74,6,999.18,1058.96
Ukraine,UKR,2003,,4.94,4.73,6,4.57,4.79,6,879.48,1048.52
Pakistan,PAK,2010,,4.27,6.04,6,3.94,5.98,5,1009.8,1043.3
Guyana,GUY,2003,,5.65,7.74,6,6.37,7.73,6,972.22,999.18
Dominican Rep.,DOM,1990,,5.3,2.05,6,5.38,3.82,6,777.42,984.69
Guyana,GUY,2002,,6.37,7.73,6,7.48,7.99,6,936.92,972.22
El Salvador,SLV,1990,,1.95,5.25,6,1.99,5.48,6,772.29,914.09
Sri Lanka,LKA,2002,,3.8,6.49,6,5.18,6.29,6,837.7,903.9
Indonesia,IDN,2002,,3.61,6.21,6,2.89,6.04,6,748.18,900.13
Ukraine,UKR,2002,,4.57,4.79,6,4.2,4.55,6,780.74,879.48
Sri Lanka,LKA,2001,,5.18,6.29,6,4.21,6.74,5,854.93,837.7
Ukraine,UKR,2001,,4.2,4.55,6,4.81,2.24,6,635.71,780.74
Indonesia,IDN,2000,,3.36,6.2,6,3.55,9.09,-7,1026.27,780.09
Dominican Rep.,DOM,1985,,5.38,3.82,6,5.78,7.34,6,1141.45,777.42
Indonesia,IDN,2001,,2.89,6.04,6,3.36,6.2,6,780.09,748.18
Honduras,HND,1995,,5.45,7.17,6,3.5,8.38,6,621.8,699.51
Nepal,NPL,2011,,4.17,6.34,6,3.85,6.26,6,595.43,695.88
Nepal,NPL,2013,,4.33,6.42,6,4.22,6.4,6,685.5,692.34
Nepal,NPL,2012,,4.22,6.4,6,4.17,6.34,6,695.88,685.5
Guinea-Bissau,GNB,2011,,2.84,6.09,6,2.85,6.26,6,518.6,659.48
Ukraine,UKR,2000,,4.81,2.24,6,3.43,1.25,7,935.99,635.71
Honduras,HND,1990,,3.5,8.38,6,2.76,8.76,-88,705.75,621.8
Nepal,NPL,2010,,3.85,6.26,6,3.7,6.13,6,483.4,595.43
Benin,BEN,2005,,3.99,6.56,6,3.03,6.59,6,570.69,587.08
Benin,BEN,2004,,3.03,6.59,6,3.65,7.06,6,509.46,570.69
Guinea-Bissau,GNB,2008,,3.27,5.74,6,3.68,5.93,6,455.44,553.46
Timor-Leste,TLS,2001,,2.89,6.04,6,3.36,6.2,6,434.38,522.03
Guinea-Bissau,GNB,2010,,2.85,6.26,6,3.28,6.26,6,517.15,518.6
Guinea-Bissau,GNB,2009,,3.28,6.26,6,3.27,5.74,6,553.46,517.15
Benin,BEN,2003,,3.65,7.06,6,3.58,6.65,6,411.96,509.46
Timor-Leste,TLS,2005,,4.29,7.39,6,3.8,7.44,6,484.09,501.43
Timor-Leste,TLS,2002,,3.61,6.21,6,2.89,6.04,6,522.03,496.18
Bangladesh,BGD,2006,,3.15,6.6,6,2.96,6.65,6,485.85,495.85
Timor-Leste,TLS,2003,,4.22,7.23,6,3.61,6.21,6,496.18,487.39
Bangladesh,BGD,2005,,2.96,6.65,6,2.3,6.74,6,462.27,485.85
Timor-Leste,TLS,2004,,3.8,7.44,6,4.22,7.23,6,487.39,484.09
Nepal,NPL,2009,,3.7,6.13,6,3.86,6.36,6,476.56,483.4
Nepal,NPL,2008,,3.86,6.36,6,3.78,6.84,6,396.17,476.56
Bangladesh,BGD,2004,,2.3,6.74,6,2.31,6.89,6,434.05,462.27
Guinea-Bissau,GNB,2007,,3.68,5.93,6,4.24,6.67,6,395.98,455.44
Bangladesh,BGD,2003,,2.31,6.89,6,2.89,6.93,6,401.71,434.05
Niger,NER,2013,,4.08,6.71,6,4.01,6.58,6,393.64,418.49
Benin,BEN,2002,,3.58,6.65,6,4.42,6.6,6,373.55,411.96
Zambia,ZMB,1995,,5.91,0.65,6,3.7,0.59,-9,403.82,411.41
Bangladesh,BGD,2000,,3.23,7.02,6,5.38,6.42,6,320.36,406.53
Bangladesh,BGD,2001,,2.96,6.97,6,3.23,7.02,6,406.53,403.59
Bangladesh,BGD,2002,,2.89,6.93,6,2.96,6.97,6,403.59,401.71
Guinea-Bissau,GNB,2005,,3.17,6.59,6,3,6.69,-1,370.93,401.15
Nepal,NPL,2007,,3.78,6.84,6,4.82,6.82,6,350.61,396.17
Guinea-Bissau,GNB,2006,,4.24,6.67,6,3.17,6.59,6,401.15,395.98
Niger,NER,2012,,4.01,6.58,6,4.49,6.67,6,378.2,393.64
Niger,NER,2011,,4.49,6.67,6,3.95,6.61,3,351.01,378.2
Ghana,GHA,2003,,5.15,6.55,6,4.54,7.41,6,311.62,375.88
Benin,BEN,2001,,4.42,6.6,6,4.25,6.4,-7,243.91,373.55
Malawi,MWI,2011,,5.18,7.35,6,5.47,5.73,6,365.52,369.6
Malawi,MWI,2010,,5.47,5.73,6,5.64,5.72,6,351.08,365.52
Niger,NER,2008,,4.18,6.2,6,4.15,6.63,6,295.39,358.19
Malawi,MWI,2009,,5.64,5.72,6,5.5,5.64,6,307.58,351.08
Nepal,NPL,2006,,4.82,6.82,6,4.05,6.6,-6,318.75,350.61
Bangladesh,BGD,1995,,5.38,6.42,6,2.44,6.95,-5,298.14,320.36
Ghana,GHA,2002,,4.54,7.41,6,4.31,5.62,6,275.47,311.62
Malawi,MWI,2008,,5.5,5.64,6,5.54,5.6,6,270.24,307.58
Niger,NER,2007,,4.15,6.63,6,3.9,7.09,6,260.56,295.39
Ghana,GHA,2001,,4.31,5.62,6,4.59,5.82,2,264.7,275.47
Malawi,MWI,2007,,5.54,5.6,6,5.66,3.38,6,237.7,270.24
Malawi,MWI,2012,,5.03,6.6,6,5.18,7.35,6,369.6,270.09
Mali,MLI,2001,,5.35,6.69,6,5.35,8.4,6,240.38,265.26
Niger,NER,2006,,3.9,7.09,6,4.11,6.47,6,252.5,260.56
Burundi,BDI,2013,,3.41,7.94,6,3.22,7.03,6,244.2,259.37
Niger,NER,2005,,4.11,6.47,6,3.87,7.22,6,234.91,252.5
Nepal,NPL,2001,,5.01,6.96,6,5.01,6.97,6,231.43,248.83
Burundi,BDI,2012,,3.22,7.03,6,3.06,7.16,6,240.61,244.2
Nicaragua,NIC,1990,,3.99,0,6,2.59,0,-1,723.55,243.56
Burundi,BDI,2011,,3.06,7.16,6,2.98,7.01,6,214.23,240.61
Mali,MLI,2000,,5.35,8.4,6,5.75,5.14,7,280.73,240.38
Malawi,MWI,2013,,5.04,5.94,6,5.03,6.6,6,270.09,239.87
Malawi,MWI,2006,,5.66,3.38,6,5.01,3.19,6,216.11,237.7
Niger,NER,2004,,3.87,7.22,6,3.87,7.18,5,218.05,234.91
Malawi,MWI,2005,,5.01,3.19,6,4.75,3.55,6,211.57,216.11
Burundi,BDI,2010,,2.98,7.01,6,3.11,6.78,6,190.39,214.23
Malawi,MWI,2004,,4.75,3.55,6,5.32,3.89,5,200.54,211.57
Burundi,BDI,2009,,3.11,6.78,6,3.17,6.04,6,182.69,190.39
Burundi,BDI,2008,,3.17,6.04,6,3.39,7.24,6,159.27,182.69
Burundi,BDI,2007,,3.39,7.24,6,3.39,7.3,6,154.92,159.27
Malawi,MWI,2000,,5.53,2.88,6,5.36,1.21,6,142.27,155.76
Burundi,BDI,2006,,3.39,7.3,6,2.99,6.71,6,140.82,154.92
Malawi,MWI,1995,,5.36,1.21,6,4.48,5.59,-9,199.89,142.27
Burundi,BDI,2005,,2.99,6.71,6,2.67,6.92,-88,119.46,140.82
Turkey,TUR,2008,,5.49,8.57,7,5.7,6.44,7,9309.51,10382.32
Turkey,TUR,2010,,5.25,8.86,7,5.47,8.91,7,8623.95,10111.52
Turkey,TUR,2007,,5.7,6.44,7,6.28,5.42,7,7727.27,9309.51
Turkey,TUR,2009,,5.47,8.91,7,5.49,8.57,7,10382.32,8623.95
Colombia,COL,2013,,4.14,8.12,7,4.21,8.13,7,7885.06,8027.98
Colombia,COL,2012,,4.21,8.13,7,4.24,8.15,7,7227.77,7885.06
Turkey,TUR,2006,,6.28,5.42,7,6.39,4.84,7,7117.23,7727.27
Argentina,ARG,1995,,5.45,6.57,7,6.03,2.5,7,4318.77,7373.43
Colombia,COL,2011,,4.24,8.15,7,4.36,8.2,7,6250.65,7227.77
Turkey,TUR,2005,,6.39,4.84,7,5.84,5.05,7,5855.54,7117.23
Colombia,COL,2010,,4.36,8.2,7,4.28,8.13,7,5148.41,6250.65
Thailand,THA,2013,,4.97,7.06,7,5.14,6.94,7,5917.92,6229.17
Thailand,THA,2012,,5.14,6.94,7,5.14,7.04,7,5539.49,5917.92
Turkey,TUR,2004,,5.84,5.05,7,5.91,4.88,7,4586.81,5855.54
Thailand,THA,2011,,5.14,7.04,7,5.35,7.06,4,5111.91,5539.49
Colombia,COL,2008,,4.3,7.87,7,4.53,7.85,7,4674.21,5433.71
Colombia,COL,2009,,4.28,8.13,7,4.3,7.87,7,5433.71,5148.41
Venezuela,VEN,2000,,3.75,5.56,7,3.84,1.93,8,3375.09,4785.15
Colombia,COL,2007,,4.53,7.85,7,4.49,7.85,7,3709.08,4674.21
Turkey,TUR,2003,,5.91,4.88,7,4.8,4.06,7,3570.55,4586.81
Argentina,ARG,1990,,6.03,2.5,7,4.56,2.5,8,2909.52,4318.77
Turkey,TUR,2000,,5.39,3.57,7,4.85,3.21,8,2896.09,4215.16
Ukraine,UKR,2008,,5.09,4.61,7,5.24,5.16,7,3068.61,3891.04
Colombia,COL,2006,,4.49,7.85,7,4.42,7.81,7,3386.03,3709.08
Georgia,GEO,2013,,6.19,8.92,7,5.77,9.17,6,3528.73,3596.91
Turkey,TUR,2002,,4.8,4.06,7,4.14,3.59,7,3053.87,3570.55
El Salvador,SLV,2008,,4.3,9.27,7,4.19,9.35,7,3358.42,3569.34
Colombia,COL,2005,,4.42,7.81,7,3.95,7.7,7,2740.25,3386.03
El Salvador,SLV,2007,,4.19,9.35,7,4.4,9.37,7,3108.59,3358.42
Ecuador,ECU,2006,,3.77,5.06,7,3.75,4.73,6,3021.94,3350.78
El Salvador,SLV,2006,,4.4,9.37,7,4.4,9.63,7,2874.26,3108.59
Ukraine,UKR,2007,,5.24,5.16,7,5.11,5.35,7,2303.02,3068.61
Turkey,TUR,2001,,4.14,3.59,7,5.39,3.57,7,4215.16,3053.87
Botswana,BWA,1995,,7.23,7.85,7,6.28,5.84,7,2747.21,3001.1
Bolivia,BOL,2013,,4.5,8.43,7,4.38,8.75,7,2645.29,2948.03
El Salvador,SLV,2005,,4.4,9.63,7,4.63,9.66,7,2666.34,2874.26
Botswana,BWA,1990,,6.28,5.84,7,6.31,5.46,6,942.38,2747.21
Colombia,COL,2004,,3.95,7.7,7,3.79,7.54,7,2246.26,2740.25
El Salvador,SLV,2004,,4.63,9.66,7,4.74,9.59,7,2549.89,2666.34
Bolivia,BOL,2012,,4.38,8.75,7,4.32,8.49,7,2377.7,2645.29
El Salvador,SLV,2003,,4.74,9.59,7,4.25,9.55,7,2435.47,2549.89
Ukraine,UKR,2009,,4.79,5.32,7,5.09,4.61,7,3891.04,2545.48
Colombia,COL,2000,,3.53,6.31,7,2.85,5.32,7,2470.68,2472.2
Colombia,COL,1995,,2.85,5.32,7,3.41,4.9,8,1175.15,2470.68
El Salvador,SLV,2002,,4.25,9.55,7,4.38,9.57,7,2363.27,2435.47
Albania,ALB,2004,,4.58,9.66,7,5.8,9.81,7,1890.68,2416.59
Colombia,COL,2001,,3.44,7.57,7,3.53,6.31,7,2472.2,2395.86
Honduras,HND,2012,,3.62,9.39,7,4.08,9.3,7,2323.76,2395.07
Bolivia,BOL,2011,,4.32,8.49,7,4.09,8.7,7,1981.16,2377.7
El Salvador,SLV,2001,,4.38,9.57,7,4.51,9.42,7,2259.89,2363.27
Honduras,HND,2013,,4.07,9.39,7,3.62,9.39,7,2395.07,2356.52
Colombia,COL,2002,,3.08,7.39,7,3.44,7.57,7,2395.86,2355.73
Honduras,HND,2011,,4.08,9.3,7,4.29,9.35,7,2110.82,2323.76
Ukraine,UKR,2006,,5.11,5.35,7,5.09,4.88,6,1828.72,2303.02
El Salvador,SLV,2000,,4.51,9.42,7,5.87,8.88,7,1699.94,2259.89
Colombia,COL,2003,,3.79,7.54,7,3.08,7.39,7,2355.73,2246.26
Honduras,HND,2010,,4.29,9.35,7,4.11,9.24,7,1975.8,2110.82
Montenegro,MNE,2002,,0,0,7,0,0,7,1909.64,2106.34
Bolivia,BOL,2010,,4.09,8.7,7,3.68,8.73,7,1776.86,1981.16
Honduras,HND,2009,,4.11,9.24,7,4.23,8.88,7,1899.55,1975.8
Montenegro,MNE,2001,,0,0,7,0,0,7,1627.04,1909.64
Paraguay,PRY,1995,,4.41,8.2,7,4.48,6.5,2,1351.58,1903.47
Honduras,HND,2008,,4.23,8.88,7,4.52,8.95,7,1720.77,1899.55
Albania,ALB,2003,,5.8,9.81,7,5.29,7.02,7,1453.64,1890.68
Bolivia,BOL,2009,,3.68,8.73,7,3.61,7.97,8,1736.92,1776.86
Georgia,GEO,2006,,5.32,8.77,7,5.08,8.64,7,1469.93,1761.12
Zambia,ZMB,2013,,5.51,8.77,7,5.79,8.97,7,1686.62,1759.19
Honduras,HND,2007,,4.52,8.95,7,4.31,8.94,7,1547.27,1720.77
El Salvador,SLV,1995,,5.87,8.88,7,1.95,5.25,6,914.09,1699.94
Zambia,ZMB,2012,,5.79,8.97,7,5.9,8.95,7,1654.53,1686.62
Zambia,ZMB,2011,,5.9,8.95,7,5.7,8.87,7,1456.13,1654.53
Brazil,BRA,1985,,5.72,0,7,5.86,1.66,-4,1923.28,1629.26
Honduras,HND,2006,,4.31,8.94,7,3.69,8.85,7,1405.78,1547.27
Paraguay,PRY,2000,,3.67,8.72,7,4.41,8.2,7,1903.47,1545.63
Georgia,GEO,2005,,5.08,8.64,7,4.11,8.95,7,1186.87,1469.93
Zambia,ZMB,2010,,5.7,8.87,7,5.8,8.55,7,1134.77,1456.13
Albania,ALB,2002,,5.29,7.02,7,4.77,7.06,5,1326.97,1453.64
Paraguay,PRY,2001,,2.82,8.85,7,3.67,8.72,7,1545.63,1417.26
Honduras,HND,2005,,3.69,8.85,7,3.72,9.07,7,1298.94,1405.78
Turkey,TUR,1985,,5.85,2.68,7,5.57,0.78,-5,1566.75,1367.17
Zambia,ZMB,2008,,5.81,8.37,7,5.79,8.5,5,1103.49,1365.72
Honduras,HND,2004,,3.72,9.07,7,3.59,9.08,7,1228.48,1298.94
Kyrgyz Republic,KGZ,2013,,4.73,8.27,7,4.54,8.36,7,1177.97,1282.44
Pakistan,PAK,2013,,4.17,6.04,7,4.1,6.02,6,1266.38,1275.36
Honduras,HND,2003,,3.59,9.08,7,2.87,9.06,7,1196.56,1228.48
Honduras,HND,2002,,2.87,9.06,7,2.57,8.67,7,1187.59,1196.56
Honduras,HND,2001,,2.57,8.67,7,3.58,8.22,7,1138.15,1187.59
Georgia,GEO,2004,,4.11,8.95,7,3.98,9.14,5,922.03,1186.87
Kyrgyz Republic,KGZ,2012,,4.54,8.36,7,4.45,7.91,7,1123.88,1177.97
Paraguay,PRY,2002,,2.45,8.76,7,2.82,8.85,7,1417.26,1148.23
Honduras,HND,2000,,3.58,8.22,7,5.45,7.17,6,699.51,1138.15
Zambia,ZMB,2009,,5.8,8.55,7,5.81,8.37,7,1365.72,1134.77
Timor-Leste,TLS,2012,,3.78,8.98,7,3.75,8.85,7,1015.72,1127.11
Kyrgyz Republic,KGZ,2011,,4.45,7.91,7,4.39,8.21,4,880.04,1123.88
Timor-Leste,TLS,2013,,3.48,8.74,7,3.78,8.98,7,1127.11,1117.73
Senegal,SEN,2008,,4.54,6.83,7,4.46,6.76,7,948.51,1094.58
Senegal,SEN,2011,,4.39,7.01,7,4.39,7.03,7,998.12,1081.13
Senegal,SEN,2013,,4.58,7.1,7,4.44,7.03,7,1019.27,1051.38
Senegal,SEN,2012,,4.44,7.03,7,4.39,7.01,7,1081.13,1019.27
Senegal,SEN,2009,,4.49,7.02,7,4.54,6.83,7,1094.58,1018.39
Timor-Leste,TLS,2011,,3.75,8.85,7,4.48,8.99,7,875.84,1015.72
Senegal,SEN,2010,,4.39,7.03,7,4.49,7.02,7,1018.39,998.12
Senegal,SEN,2007,,4.46,6.76,7,3.99,6.98,8,808.29,948.51
Kenya,KEN,2009,,4.38,8.65,7,4.4,7.68,7,938.57,942.74
Kenya,KEN,2008,,4.4,7.68,7,4.73,8.9,7,857.93,938.57
Ukraine,UKR,1995,,3.43,1.25,7,1,5.95,0,1569.74,935.99
Benin,BEN,2013,,4.22,7.06,7,4.22,6.87,7,807.69,882.64
Timor-Leste,TLS,2010,,4.48,8.99,7,4.66,7.71,7,780.26,875.84
Nigeria,NGA,1980,,3.06,5.91,7,3.66,3.47,-7,437.01,871.15
Kenya,KEN,2007,,4.73,8.9,7,4.64,8.49,8,711.72,857.93
Peru,PER,1985,,2.23,0,7,3.77,1.62,7,1017.08,824.25
Benin,BEN,2012,,4.22,6.87,7,4.47,6.89,7,799.04,807.69
Benin,BEN,2011,,4.47,6.89,7,4.52,6.8,7,732.95,799.04
Benin,BEN,2008,,4.73,6.11,7,4.6,6.99,7,685.55,794.87
Sierra Leone,SLE,2013,,4.26,7.38,7,4.32,7.14,7,618.95,783.01
Timor-Leste,TLS,2009,,4.66,7.71,7,4.73,7.55,7,673.37,780.26
Benin,BEN,2009,,4.72,6.72,7,4.73,6.11,7,794.87,768.01
Benin,BEN,2010,,4.52,6.8,7,4.72,6.72,7,768.01,732.95
Benin,BEN,2007,,4.6,6.99,7,4.37,6.86,7,609.02,685.55
Mali,MLI,2011,,4.44,6.61,7,4.49,6.86,7,610.79,680.83
Timor-Leste,TLS,2008,,4.73,7.55,7,4.54,7.56,7,551.72,673.37
Sierra Leone,SLE,2012,,4.32,7.14,7,4.23,6.86,7,490.88,618.95
Mali,MLI,2008,,4.71,6.28,7,4.78,7.14,7,519.31,614.32
Mali,MLI,2010,,4.49,6.86,7,4.57,6.76,7,610.05,610.79
Mali,MLI,2009,,4.57,6.76,7,4.71,6.28,7,614.32,610.05
Benin,BEN,2006,,4.37,6.86,7,3.99,6.56,6,587.08,609.02
Timor-Leste,TLS,2007,,4.54,7.56,7,4.43,7.18,7,464.84,551.72
Mali,MLI,2007,,4.78,7.14,7,5.28,6.49,7,460.01,519.31
Sierra Leone,SLE,2011,,4.23,6.86,7,4,6.95,7,446.34,490.88
Moldova,MDA,1995,,3.43,1.25,7,1,5.95,0,972.09,476.99
Madagascar,MDG,2008,,3.56,7.67,7,3.94,7.29,7,379.07,472.38
Timor-Leste,TLS,2006,,4.43,7.18,7,4.29,7.39,6,501.43,464.84
Mali,MLI,2006,,5.28,6.49,7,4.52,6.12,7,425.91,460.01
Sierra Leone,SLE,2008,,3.35,7.32,7,3.86,7.17,7,400.38,453.74
Sierra Leone,SLE,2010,,4,6.95,7,3.95,7.54,7,434.53,446.34
Sierra Leone,SLE,2009,,3.95,7.54,7,3.35,7.32,7,453.74,434.53
Mali,MLI,2005,,4.52,6.12,7,4.26,6.13,7,399.38,425.91
Sierra Leone,SLE,2007,,3.86,7.17,7,3.34,6.72,5,359.53,400.38
Mali,MLI,2004,,4.26,6.13,7,4.07,6.04,7,349.21,399.38
Madagascar,MDG,2007,,3.94,7.29,7,3.54,7.37,7,292.99,379.07
Moldova,MDA,2000,,4.45,3.66,7,3.43,1.25,7,476.99,354
Mali,MLI,2003,,4.07,6.04,7,3.94,6.11,7,272.03,349.21
Madagascar,MDG,2003,,3.18,7.82,7,2.9,7,7,262.74,317.42
Madagascar,MDG,2006,,3.54,7.37,7,3.15,7.02,7,275.52,292.99
Mali,MLI,1995,,5.75,5.14,7,3.02,6.98,-7,316.19,280.73
Madagascar,MDG,2001,,4.78,7.71,7,4.78,7.17,7,246.28,278.99
Madagascar,MDG,2005,,3.15,7.02,7,3.1,7.07,7,245.67,275.52
Mali,MLI,2002,,3.94,6.11,7,5.35,6.69,6,265.26,272.03
Madagascar,MDG,2002,,2.9,7,7,4.78,7.71,7,278.99,262.74
Madagascar,MDG,2000,,4.78,7.17,7,5.09,2.82,9,234.89,246.28
Madagascar,MDG,2004,,3.1,7.07,7,3.18,7.82,7,317.42,245.67
Belgium,BEL,2008,,7.14,9.48,8,7.27,9.58,8,44403.83,48424.59
Belgium,BEL,2011,,7.1,9.67,8,7.08,9.69,8,44282.55,47699.81
Belgium,BEL,2013,,7.13,9.78,8,7.09,9.65,8,44731.22,46625.32
Belgium,BEL,2009,,7.05,9.64,8,7.14,9.48,8,48424.59,44880.56
Belgium,BEL,2012,,7.09,9.65,8,7.1,9.67,8,47699.81,44731.22
Belgium,BEL,2007,,7.27,9.58,8,7.11,9.51,10,38852.36,44403.83
Belgium,BEL,2010,,7.08,9.69,8,7.05,9.64,8,44880.56,44282.55
"Korea, South",KOR,2013,,6.22,9.6,8,6.44,9.55,8,24453.97,25997.88
"Korea, South",KOR,2012,,6.44,9.55,8,6.64,9.47,8,24155.83,24453.97
"Korea, South",KOR,2011,,6.64,9.47,8,6.5,9.58,8,22151.21,24155.83
"Korea, South",KOR,2007,,7.28,9.63,8,7.48,9.54,8,20917.03,23101.51
"Korea, South",KOR,2010,,6.5,9.58,8,6.51,9.49,8,18338.71,22151.21
"Korea, South",KOR,2006,,7.48,9.54,8,6.9,9.53,8,18657.52,20917.03
"Korea, South",KOR,2008,,6.76,9.47,8,7.28,9.63,8,23101.51,20474.89
"Korea, South",KOR,2005,,6.9,9.53,8,6.84,9.53,8,15921.94,18657.52
"Korea, South",KOR,2009,,6.51,9.49,8,6.76,9.47,8,20474.89,18338.71
Latvia,LVA,2008,,6.56,8.9,8,6.84,8.77,8,14019.38,16323.77
"Korea, South",KOR,2004,,6.84,9.53,8,6.82,9.42,8,14219.19,15921.94
Latvia,LVA,2013,,6.5,9.18,8,6.46,8.96,8,13775.26,15025.81
Argentina,ARG,2013,,3.99,6.3,8,4.06,6.58,8,14357.41,14443.07
Argentina,ARG,2012,,4.06,6.58,8,4.25,7.07,8,13392.92,14357.41
"Korea, South",KOR,2003,,6.82,9.42,8,6.55,9.23,8,12788.58,14219.19
Latvia,LVA,2007,,6.84,8.77,8,6.77,8.71,8,9651.7,14019.38
Latvia,LVA,2011,,6.45,8.98,8,6.4,8.93,8,11319.52,13781.21
Latvia,LVA,2012,,6.46,8.96,8,6.45,8.98,8,13781.21,13775.26
Argentina,ARG,2011,,4.25,7.07,8,4.31,6.59,8,11198.64,13392.92
Brazil,BRA,2011,,5.28,8.2,8,5.16,7.97,8,11124.25,13042.42
"Korea, South",KOR,2002,,6.55,9.23,8,6.35,9.32,8,11255.95,12788.58
France,FRA,1980,,6.83,6.4,8,4.86,6.26,8,6672.51,12712.6
Latvia,LVA,2009,,6.37,8.9,8,6.56,8.9,8,16323.77,12207.59
"Korea, South",KOR,2000,,5.97,8.27,8,5.62,8.05,6,12403.91,11947.58
Brazil,BRA,2012,,5.21,8.11,8,5.28,8.2,8,13042.42,11922.51
Brazil,BRA,2013,,4.88,8.12,8,5.21,8.11,8,11922.51,11711
Latvia,LVA,2010,,6.4,8.93,8,6.37,8.9,8,12207.59,11319.52
"Korea, South",KOR,2001,,6.35,9.32,8,5.97,8.27,8,11947.58,11255.95
Argentina,ARG,2010,,4.31,6.59,8,4.34,7.03,8,9231.38,11198.64
Brazil,BRA,2010,,5.16,7.97,8,5.1,7.93,8,8462.51,11124.25
Mexico,MEX,2013,,4.45,8.08,8,4.46,8.1,8,9703.37,10172.72
Argentina,ARG,2008,,4.29,6.9,8,4.2,7.11,8,8239.14,9999.09
France,FRA,1985,,7.25,6.69,8,6.83,6.4,8,12712.6,9775.34
Mexico,MEX,2011,,4.63,8.12,8,4.57,8.07,8,8851.35,9715.11
Mexico,MEX,2012,,4.46,8.1,8,4.63,8.12,8,9715.11,9703.37
Latvia,LVA,2006,,6.77,8.71,8,6.72,8.68,8,7550.14,9651.7
Mexico,MEX,2008,,4.85,7.98,8,4.78,8.02,8,9219.82,9578.57
Croatia,HRV,2004,,5.09,8.09,8,4.85,7.84,8,7805.88,9365.74
Argentina,ARG,2009,,4.34,7.03,8,4.29,6.9,8,9999.09,9231.38
Mexico,MEX,2007,,4.78,8.02,8,5.24,8.06,8,8666.34,9219.82
Mexico,MEX,2010,,4.57,8.07,8,4.53,7.97,8,7647.68,8851.35
Brazil,BRA,2008,,5,7.87,8,4.85,7.51,8,7240.92,8700.46
Mexico,MEX,2006,,5.24,8.06,8,4.96,8.08,8,7893.97,8666.34
Brazil,BRA,2009,,5.1,7.93,8,5,7.87,8,8700.46,8462.51
